date,city,country,weather,max_temperature,min_temperature,Wind,Wind_level
2023/12/31,郎溪,中国,晴,10.0,-2.0,北风,微风
2023/12/31,湟源,中国,晴,6.0,-16.0,无持续风向,微风
2023/12/31,桐乡,中国,晴,10.0,0.0,西北风,4~5级
2023/12/31,洪湖,中国,晴,14.0,4.0,无持续风向,微风
2023/12/31,资阳,中国,阴,12.0,7.0,南风,微风
2023/12/31,孟连,中国,晴,24.0,9.0,无持续风向,微风
2023/12/31,永宁,中国,晴,3.0,-9.0,无持续风向,微风
2023/12/31,腾冲,中国,晴,17.0,3.0,无持续风向,微风
2023/12/31,东明,中国,雾,7.0,-5.0,无持续风向,微风
2023/12/31,清流,中国,晴,23.0,7.0,无持续风向,微风
2023/12/31,鄄城,中国,雾,6.0,-5.0,无持续风向,微风
2023/12/31,大足,中国,多云,10.0,7.0,北风,微风
2023/12/31,榆中,中国,晴,6.0,-12.0,无持续风向,微风
2023/12/31,乌审旗,中国,晴,0.0,-9.0,南风,微风
2023/12/31,濉溪,中国,晴,8.0,-4.0,北风,微风
2023/12/31,赣州,中国,多云,23.0,10.0,东风,微风
2023/12/31,全南,中国,多云,23.0,10.0,南风,微风
2023/12/31,容县,中国,多云,26.0,16.0,东风,微风
2023/12/31,漳县,中国,多云,7.0,-9.0,无持续风向,微风
2023/12/31,盐城,中国,晴,6.0,-2.0,北风,微风
2023/12/31,巴东,中国,晴,15.0,6.0,无持续风向,微风
2023/12/31,始兴,中国,多云,21.0,8.0,无持续风向,微风
2023/12/31,繁峙,中国,晴,0.0,-11.0,西南风,微风
2023/12/31,嘉鱼,中国,晴,14.0,3.0,无持续风向,微风
2023/12/31,清徐,中国,晴,4.0,-8.0,东北风,微风
2023/12/31,乐陵,中国,晴,3.0,-8.0,无持续风向,微风
2023/12/31,定安,中国,多云,25.0,17.0,无持续风向,微风
2023/12/31,南通,中国,晴,7.0,0.0,北风,微风
2023/12/31,诸城,中国,多云,3.0,-7.0,北风,3~4级
2023/12/31,平果,中国,多云,26.0,17.0,东南风,微风
2023/12/31,台江,中国,小雨,15.0,7.0,北风,微风
2023/12/31,宣城,中国,晴,11.0,-1.0,北风,微风
2023/12/31,耀县,中国,晴,6.0,-3.0,无持续风向,微风
2023/12/31,宜黄,中国,晴,20.0,3.0,南风,微风
2023/12/31,崇信,中国,晴,6.0,-2.0,无持续风向,微风
2023/12/31,济阳,中国,多云,3.0,-8.0,无持续风向,微风
2023/12/31,莱西,中国,晴,1.0,-6.0,北风,4~5级
2023/12/31,惠东,中国,多云,26.0,15.0,无持续风向,微风
2023/12/31,亳州,中国,晴,9.0,-3.0,东北风,微风
2023/12/31,凤台,中国,晴,9.0,-1.0,东北风,微风
2023/12/31,山阴,中国,晴,-1.0,-14.0,东南风,微风
2023/12/31,永康,中国,多云,16.0,1.0,东北风,3~4级
2023/12/31,成山头,中国,阴,1.0,-2.0,西北风,5~6级
2023/12/31,陈巴尔虎旗,中国,多云,-17.0,-26.0,南风,微风
2023/12/31,玛纳斯,中国,晴,-3.0,-7.0,东北风,微风
2023/12/31,同安,中国,晴,26.0,11.0,东风,3~4级
2023/12/31,河曲,中国,晴,0.0,-15.0,北风,微风
2023/12/31,柳城,中国,多云,23.0,13.0,北风,微风
2023/12/31,辽阳县,中国,多云,-7.0,-19.0,北风,4~5级
2023/12/31,包头,中国,晴,-5.0,-19.0,西南风,微风
2023/12/31,新平,中国,晴,20.0,6.0,无持续风向,微风
2023/12/31,顺昌,中国,晴,22.0,9.0,无持续风向,微风
2023/12/31,新邵,中国,晴,18.0,6.0,东北风,微风
2023/12/31,松阳,中国,多云,16.0,2.0,无持续风向,微风
2023/12/31,桓台,中国,晴,4.0,-7.0,无持续风向,微风
2023/12/31,乳源,中国,多云,21.0,9.0,无持续风向,微风
2023/12/31,轮台,中国,晴,1.0,-10.0,东风,微风
2023/12/31,华容,中国,晴,15.0,4.0,东北风,微风
2023/12/31,开鲁,中国,晴,-8.0,-15.0,北风,3~4级
2023/12/31,巴中,中国,小雨,13.0,6.0,南风,微风
2023/12/31,隆尧,中国,晴,5.0,-8.0,北风,微风
2023/12/31,黄陂,中国,晴,14.0,0.0,东北风,3~4级
2023/12/31,汝阳县,中国,晴,9.0,-2.0,东南风,微风
2023/12/31,芒康,中国,晴,3.0,-13.0,无持续风向,微风
2023/12/31,玛多,中国,晴,-4.0,-19.0,无持续风向,微风
2023/12/31,石城,中国,多云,22.0,8.0,北风,微风
2023/12/31,杭锦旗,中国,晴,-2.0,-13.0,南风,微风
2023/12/31,交口,中国,晴,0.0,-8.0,南风,微风
2023/12/31,酉阳,中国,小雨,12.0,4.0,东风,微风
2023/12/31,七台河,中国,晴,-15.0,-28.0,北风,3~4级
2023/12/31,当涂,中国,晴,10.0,-1.0,北风,微风
2023/12/31,平遥,中国,晴,3.0,-9.0,北风,微风
2023/12/31,洞头,中国,晴,13.0,7.0,东北风,6~7级
2023/12/31,郑州,中国,晴,9.0,-3.0,东北风,微风
2023/12/31,景泰,中国,晴,5.0,-8.0,无持续风向,微风
2023/12/31,高邑,中国,晴,1.0,-11.0,南风,微风
2023/12/31,广平,中国,晴,5.0,-6.0,北风,微风
2023/12/31,浏阳,中国,晴,18.0,6.0,东风,微风
2023/12/31,木兰,中国,晴,-14.0,-30.0,东北风,微风
2023/12/31,莱州,中国,阴,1.0,-5.0,北风,4~5级
2023/12/31,宁陵,中国,晴,8.0,-4.0,东北风,微风
2023/12/31,岢岚,中国,晴,0.0,-11.0,东北风,微风
2023/12/31,都安,中国,多云,25.0,16.0,东南风,微风
2023/12/31,松溪,中国,晴,21.0,5.0,无持续风向,微风
2023/12/31,云和,中国,多云,17.0,2.0,东北风,3~4级
2023/12/31,子长,中国,晴,3.0,-9.0,东北风,微风
2023/12/31,湘潭,中国,多云,17.0,6.0,北风,微风
2023/12/31,大通,中国,晴,6.0,-18.0,无持续风向,微风
2023/12/31,大名,中国,晴,4.0,-7.0,北风,微风
2023/12/31,金坛,中国,晴,9.0,-1.0,北风,3~4级
2023/12/31,栾川县,中国,晴,7.0,-2.0,东风,微风
2023/12/31,夷陵,中国,晴,13.0,3.0,无持续风向,微风
2023/12/31,邕宁,中国,多云,25.0,17.0,东风,微风
2023/12/31,贡噶,中国,晴,8.0,-8.0,无持续风向,微风
2023/12/31,灵石,中国,晴,1.0,-8.0,东北风,微风
2023/12/31,汉寿,中国,晴,16.0,6.0,北风,微风
2023/12/31,内江,中国,阴,12.0,8.0,南风,微风
2023/12/31,曲沃,中国,晴,8.0,-3.0,东南风,微风
2023/12/31,光山,中国,晴,10.0,-1.0,东北风,微风
2023/12/31,枣强,中国,晴,5.0,-7.0,东北风,微风
2023/12/31,通化县,中国,晴,-5.0,-22.0,北风,微风
2023/12/31,西畴,中国,多云,18.0,11.0,无持续风向,微风
2023/12/31,凤阳,中国,晴,9.0,-4.0,东北风,微风
2023/12/31,巴里坤,中国,晴,-4.0,-12.0,北风,微风
2023/12/31,拐子湖,中国,晴,-1.0,-11.0,西风,微风
2023/12/31,桐庐,中国,晴,14.0,0.0,东北风,4~5级
2023/12/31,麻江,中国,小雨,12.0,6.0,北风,微风
2023/12/31,广南,中国,晴,22.0,9.0,无持续风向,微风
2023/12/31,甘谷,中国,多云,10.0,-3.0,无持续风向,微风
2023/12/31,鸡泽,中国,晴,4.0,-7.0,北风,微风
2023/12/31,图们,中国,晴,-3.0,-17.0,西北风,微风
2023/12/31,通渭,中国,晴,6.0,-10.0,无持续风向,微风
2023/12/31,盐池,中国,晴,5.0,-11.0,无持续风向,微风
2023/12/31,竹山,中国,晴,14.0,2.0,无持续风向,微风
2023/12/31,英山,中国,晴,15.0,-1.0,无持续风向,微风
2023/12/31,大竹,中国,小雨,13.0,7.0,南风,微风
2023/12/31,彬县,中国,晴,7.0,-2.0,东北风,微风
2023/12/31,西乌珠穆沁旗,中国,多云,-11.0,-16.0,西南风,4~5级
2023/12/31,额敏,中国,多云,-1.0,-6.0,东北风,微风
2023/12/31,双辽,中国,晴,-10.0,-18.0,东北风,微风
2023/12/31,阳高,中国,晴,-2.0,-14.0,东南风,微风
2023/12/31,丰县,中国,晴,6.0,-4.0,北风,微风
2023/12/31,攀枝花,中国,晴,22.0,6.0,北风,微风
2023/12/31,余江,中国,多云,18.0,5.0,西南风,微风
2023/12/31,黄山区,中国,晴,13.0,-3.0,东北风,微风
2023/12/31,临城,中国,晴,5.0,-6.0,北风,微风
2023/12/31,黔西,中国,阴,17.0,6.0,东北风,微风
2023/12/31,朱日和,中国,多云,-4.0,-12.0,西南风,4~5级
2023/12/31,北安,中国,晴,-16.0,-25.0,西北风,3~4级
2023/12/31,遂宁,中国,阴,9.0,8.0,南风,微风
2023/12/31,霍山,中国,晴,11.0,-3.0,东北风,微风
2023/12/31,华池,中国,晴,6.0,-11.0,无持续风向,微风
2023/12/31,宁南,中国,晴,22.0,8.0,北风,微风
2023/12/31,乌鲁木齐,中国,晴,-2.0,-8.0,南风,微风
2023/12/31,新密市,中国,晴,9.0,-3.0,东风,微风
2023/12/31,平原,中国,晴,4.0,-8.0,无持续风向,微风
2023/12/31,荔波,中国,小雨,22.0,12.0,东南风,微风
2023/12/31,方城,中国,晴,9.0,-4.0,东风,微风
2023/12/31,清水,中国,多云,9.0,-2.0,无持续风向,微风
2023/12/31,宜春,中国,晴,18.0,4.0,南风,微风
2023/12/31,南安,中国,晴,26.0,11.0,东风,3~4级
2023/12/31,永年,中国,晴,5.0,-6.0,北风,微风
2023/12/31,双城,中国,晴,-16.0,-24.0,东北风,微风
2023/12/31,河南,中国,晴,4.0,-23.0,无持续风向,微风
2023/12/31,保山,中国,晴,17.0,2.0,无持续风向,微风
2023/12/31,贵阳,中国,阵雨,16.0,8.0,南风,微风
2023/12/31,中卫,中国,晴,2.0,-11.0,无持续风向,微风
2023/12/31,威远,中国,阴,12.0,9.0,南风,微风
2023/12/31,牙克石,中国,多云,-15.0,-26.0,南风,微风
2023/12/31,平泉,中国,多云,-3.0,-15.0,东北风,微风
2023/12/31,边坝,中国,晴,5.0,-13.0,无持续风向,微风
2023/12/31,垣曲,中国,晴,8.0,-5.0,东南风,微风
2023/12/31,永靖,中国,晴,8.0,-10.0,无持续风向,微风
2023/12/31,武安,中国,晴,5.0,-7.0,北风,微风
2023/12/31,通州,中国,晴,7.0,1.0,北风,微风
2023/12/31,仁化,中国,多云,23.0,9.0,无持续风向,微风
2023/12/31,浦北,中国,多云,25.0,16.0,东风,微风
2023/12/31,临泽,中国,多云,3.0,-10.0,无持续风向,微风
2023/12/31,淮滨,中国,晴,9.0,-1.0,东北风,微风
2023/12/31,津南,中国,晴,3.0,-7.0,北风,4~5级
2023/12/31,兴化,中国,晴,6.0,-2.0,北风,微风
2023/12/31,安化,中国,晴,14.0,4.0,东北风,微风
2023/12/31,辉南,中国,阵雪,-8.0,-21.0,西北风,微风
2023/12/31,得荣,中国,晴,15.0,-1.0,北风,微风
2023/12/31,沧源,中国,晴,21.0,6.0,无持续风向,微风
2023/12/31,文昌,中国,多云,25.0,18.0,无持续风向,微风
2023/12/31,番禺,中国,多云,26.0,16.0,无持续风向,微风
2023/12/31,安塞,中国,晴,3.0,-9.0,东北风,微风
2023/12/31,东平,中国,晴,6.0,-6.0,无持续风向,微风
2023/12/31,丰都,中国,多云,13.0,7.0,东北风,微风
2023/12/31,汉阴,中国,晴,13.0,2.0,东北风,微风
2023/12/31,商水县,中国,晴,9.0,-5.0,东北风,微风
2023/12/31,景县,中国,晴,5.0,-7.0,东北风,3~4级
2023/12/31,和平,中国,多云,25.0,11.0,无持续风向,微风
2023/12/31,连江,中国,多云,20.0,8.0,无持续风向,微风
2023/12/31,南宫,中国,晴,5.0,-7.0,北风,微风
2023/12/31,法库,中国,多云,-9.0,-19.0,北风,4~5级
2023/12/31,蒲江,中国,小雨,11.0,6.0,南风,微风
2023/12/31,杨凌,中国,晴,5.0,-1.0,西南风,微风
2023/12/31,泰州,中国,晴,5.0,-1.0,北风,微风
2023/12/31,谷城,中国,晴,11.0,0.0,无持续风向,微风
2023/12/31,凉城,中国,晴,-5.0,-16.0,西南风,3~4级
2023/12/31,徐州,中国,晴,7.0,-3.0,北风,微风
2023/12/31,宣汉,中国,多云,15.0,8.0,北风,微风
2023/12/31,石景山,中国,晴,6.0,-9.0,东北风,微风
2023/12/31,敦煌,中国,多云,3.0,-11.0,无持续风向,微风
2023/12/31,甘德,中国,晴,1.0,-20.0,无持续风向,微风
2023/12/31,南康,中国,多云,24.0,10.0,东北风,微风
2023/12/31,四会,中国,多云,24.0,14.0,无持续风向,微风
2023/12/31,温岭,中国,晴,15.0,4.0,东北风,5~6级
2023/12/31,陆川,中国,多云,26.0,16.0,东风,微风
2023/12/31,三江,中国,多云,19.0,10.0,北风,微风
2023/12/31,纳溪,中国,阴,12.0,8.0,南风,微风
2023/12/31,阳春,中国,多云,27.0,16.0,无持续风向,微风
2023/12/31,静海,中国,晴,4.0,-8.0,北风,4~5级
2023/12/31,伽师,中国,晴,4.0,-9.0,东北风,微风
2023/12/31,隆回,中国,晴,17.0,6.0,东北风,微风
2023/12/31,平阴,中国,多云,3.0,-6.0,无持续风向,微风
2023/12/31,龙川,中国,阵雨,25.0,12.0,无持续风向,微风
2023/12/31,富锦,中国,晴,-18.0,-26.0,东北风,微风
2023/12/31,成安,中国,晴,5.0,-7.0,北风,微风
2023/12/31,澄江,中国,晴,18.0,7.0,无持续风向,微风
2023/12/31,日土,中国,阴,-2.0,-14.0,南风,5~6级
2023/12/31,丹寨,中国,小雨,13.0,6.0,北风,微风
2023/12/31,普兰店,中国,多云,-4.0,-14.0,北风,6~7级
2023/12/31,资兴,中国,多云,20.0,9.0,北风,微风
2023/12/31,南宁城区,中国,多云,25.0,17.0,东风,微风
2023/12/31,台中,中国,多云,26.0,15.0,北风,3~4级
2023/12/31,宁河,中国,晴,3.0,-8.0,西北风,4~5级
2023/12/31,子洲,中国,晴,0.0,-8.0,东北风,微风
2023/12/31,漾濞,中国,晴,18.0,2.0,无持续风向,微风
2023/12/31,沛县,中国,晴,5.0,-3.0,北风,微风
2023/12/31,洪洞,中国,晴,7.0,-4.0,北风,微风
2023/12/31,阳城,中国,晴,6.0,-5.0,东南风,微风
2023/12/31,炎陵,中国,晴,21.0,8.0,东风,微风
2023/12/31,五莲,中国,晴,4.0,-6.0,无持续风向,微风
2023/12/31,阿拉尔,中国,晴,2.0,-12.0,北风,微风
2023/12/31,明光,中国,晴,9.0,-2.0,东北风,微风
2023/12/31,呼和浩特市郊区,中国,晴,-3.0,-13.0,西风,微风
2023/12/31,弋阳,中国,晴,18.0,5.0,北风,微风
2023/12/31,镇安,中国,晴,13.0,0.0,东北风,微风
2023/12/31,太白,中国,多云,7.0,-3.0,西南风,微风
2023/12/31,涿鹿,中国,晴,0.0,-10.0,西北风,3~4级
2023/12/31,福安,中国,多云,20.0,8.0,无持续风向,微风
2023/12/31,茶陵,中国,晴,20.0,8.0,东北风,微风
2023/12/31,庐江,中国,晴,11.0,0.0,东北风,3~4级
2023/12/31,郯城,中国,晴,7.0,-5.0,无持续风向,微风
2023/12/31,杭州,中国,晴,13.0,1.0,东北风,4~5级
2023/12/31,宝兴,中国,多云,14.0,4.0,北风,微风
2023/12/31,榆社,中国,晴,4.0,-12.0,东南风,微风
2023/12/31,泰和,中国,晴,20.0,7.0,西北风,微风
2023/12/31,茂县,中国,多云,12.0,0.0,南风,微风
2023/12/31,浦城,中国,晴,20.0,3.0,无持续风向,微风
2023/12/31,建宁,中国,晴,23.0,5.0,无持续风向,微风
2023/12/31,乐东,中国,多云,28.0,17.0,无持续风向,微风
2023/12/31,将乐,中国,晴,22.0,8.0,无持续风向,微风
2023/12/31,吴忠,中国,晴,3.0,-8.0,无持续风向,微风
2023/12/31,富民,中国,晴,19.0,1.0,无持续风向,微风
2023/12/31,宁晋,中国,晴,5.0,-6.0,北风,微风
2023/12/31,沾化,中国,晴,3.0,-9.0,无持续风向,微风
2023/12/31,陇县,中国,多云,5.0,-1.0,东北风,微风
2023/12/31,辽源,中国,晴,-9.0,-20.0,西北风,微风
2023/12/31,庄河,中国,多云,-4.0,-15.0,北风,6~7级
2023/12/31,怀仁,中国,晴,-2.0,-14.0,西南风,微风
2023/12/31,铁岭,中国,多云,-9.0,-19.0,北风,4~5级
2023/12/31,宁海,中国,晴,14.0,2.0,北风,5~6级
2023/12/31,台前县,中国,晴,5.0,-5.0,北风,微风
2023/12/31,土默特右旗,中国,晴,-4.0,-13.0,西南风,微风
2023/12/31,左贡,中国,晴,5.0,-12.0,无持续风向,微风
2023/12/31,永清,中国,晴,4.0,-10.0,北风,3~4级
2023/12/31,资溪,中国,晴,20.0,3.0,西风,微风
2023/12/31,临高,中国,多云,24.0,17.0,无持续风向,微风
2023/12/31,磁县,中国,晴,4.0,-7.0,北风,微风
2023/12/31,金堂,中国,阴,11.0,6.0,南风,微风
2023/12/31,博兴,中国,晴,4.0,-8.0,无持续风向,微风
2023/12/31,瑞丽,中国,晴,23.0,8.0,无持续风向,微风
2023/12/31,灌阳,中国,多云,20.0,10.0,北风,微风
2023/12/31,五大连池,中国,晴,-18.0,-26.0,西北风,3~4级
2023/12/31,高青,中国,晴,4.0,-7.0,无持续风向,微风
2023/12/31,合水,中国,晴,5.0,-5.0,无持续风向,微风
2023/12/31,都昌,中国,晴,15.0,3.0,北风,微风
2023/12/31,巴南,中国,阴,10.0,7.0,北风,微风
2023/12/31,许昌,中国,晴,8.0,-4.0,东北风,微风
2023/12/31,遵义,中国,小雨,10.0,6.0,东风,微风
2023/12/31,淇县,中国,晴,6.0,-5.0,东北风,微风
2023/12/31,武城,中国,晴,4.0,-8.0,无持续风向,微风
2023/12/31,西昌,中国,晴,19.0,5.0,北风,微风
2023/12/31,革吉,中国,多云,-2.0,-21.0,西风,6~7级
2023/12/31,大冶,中国,晴,15.0,0.0,无持续风向,微风
2023/12/31,佛冈,中国,多云,24.0,14.0,无持续风向,微风
2023/12/31,临汾,中国,晴,7.0,-3.0,东北风,微风
2023/12/31,苍南,中国,多云,19.0,3.0,东风,4~5级
2023/12/31,三原,中国,晴,6.0,-1.0,无持续风向,微风
2023/12/31,凭祥,中国,多云,23.0,17.0,东风,微风
2023/12/31,新宁,中国,晴,18.0,7.0,西北风,微风
2023/12/31,新野,中国,晴,10.0,-1.0,东风,微风
2023/12/31,丽水,中国,多云,17.0,3.0,北风,3~4级
2023/12/31,广丰,中国,晴,18.0,5.0,东风,微风
2023/12/31,静宁,中国,晴,7.0,-8.0,无持续风向,微风
2023/12/31,舞钢,中国,晴,8.0,-3.0,东北风,微风
2023/12/31,诏安,中国,晴,26.0,12.0,东风,3~4级
2023/12/31,阿坝,中国,晴,7.0,-11.0,北风,微风
2023/12/31,威海,中国,阴,0.0,-2.0,西北风,4~5级
2023/12/31,北仑,中国,多云,12.0,4.0,西北风,5~6级
2023/12/31,哈密,中国,多云,0.0,-11.0,东北风,微风
2023/12/31,沂南,中国,晴,5.0,-7.0,无持续风向,微风
2023/12/31,澜沧,中国,晴,24.0,8.0,无持续风向,微风
2023/12/31,兴安,中国,多云,19.0,11.0,北风,微风
2023/12/31,合阳,中国,晴,3.0,-4.0,东北风,微风
2023/12/31,鸡东,中国,多云,-13.0,-24.0,西北风,微风
2023/12/31,太原古交区,中国,晴,3.0,-11.0,东风,微风
2023/12/31,永仁,中国,晴,19.0,3.0,无持续风向,微风
2023/12/31,辽阳,中国,多云,-7.0,-19.0,北风,4~5级
2023/12/31,左云,中国,晴,-3.0,-16.0,南风,微风
2023/12/31,北票,中国,晴,-4.0,-15.0,北风,4~5级
2023/12/31,镇平,中国,晴,9.0,0.0,东北风,微风
2023/12/31,南涧,中国,晴,20.0,4.0,无持续风向,微风
2023/12/31,宿松,中国,晴,14.0,2.0,东北风,3~4级
2023/12/31,永新,中国,晴,20.0,6.0,南风,微风
2023/12/31,凌云,中国,多云,23.0,15.0,东南风,微风
2023/12/31,民权,中国,晴,7.0,-4.0,东北风,微风
2023/12/31,江川,中国,晴,18.0,4.0,无持续风向,微风
2023/12/31,河池,中国,多云,22.0,15.0,东南风,微风
2023/12/31,彭山,中国,阴,12.0,8.0,南风,微风
2023/12/31,金塔,中国,晴,3.0,-10.0,无持续风向,微风
2023/12/31,潼南,中国,多云,11.0,8.0,北风,微风
2023/12/31,大悟,中国,晴,11.0,0.0,无持续风向,微风
2023/12/31,玛曲,中国,晴,4.0,-16.0,无持续风向,微风
2023/12/31,商洛,中国,晴,11.0,-2.0,东北风,微风
2023/12/31,海淀,中国,晴,6.0,-8.0,北风,微风
2023/12/31,高雄,中国,晴,29.0,19.0,无持续风向,微风
2023/12/31,平潭,中国,晴,20.0,12.0,东北风,3~4级
2023/12/31,门源,中国,晴,3.0,-19.0,无持续风向,微风
2023/12/31,图里河,中国,多云,-16.0,-28.0,南风,微风
2023/12/31,枞阳,中国,晴,13.0,0.0,东北风,微风
2023/12/31,高安,中国,晴,18.0,4.0,东北风,微风
2023/12/31,巴彦,中国,晴,-15.0,-26.0,东北风,微风
2023/12/31,鹤山,中国,多云,26.0,16.0,无持续风向,微风
2023/12/31,休宁,中国,晴,14.0,0.0,东北风,微风
2023/12/31,镇雄,中国,多云,13.0,3.0,无持续风向,微风
2023/12/31,贵溪,中国,多云,18.0,5.0,南风,微风
2023/12/31,阿图什,中国,晴,3.0,-11.0,无持续风向,微风
2023/12/31,常宁,中国,多云,20.0,8.0,北风,微风
2023/12/31,如皋,中国,晴,6.0,0.0,北风,微风
2023/12/31,芮城,中国,晴,7.0,-2.0,东风,3~4级
2023/12/31,泾源,中国,晴,2.0,-6.0,无持续风向,微风
2023/12/31,上海,中国,晴,8.0,3.0,无持续风向,微风
2023/12/31,海力素,中国,晴,-1.0,-14.0,西南风,3~4级
2023/12/31,永善,中国,阴,14.0,8.0,无持续风向,微风
2023/12/31,狮泉河,中国,多云,-2.0,-15.0,西风,5~6级
2023/12/31,巴塘,中国,晴,14.0,-3.0,北风,微风
2023/12/31,托里,中国,多云,-2.0,-7.0,南风,微风
2023/12/31,措美,中国,多云,5.0,-10.0,西南风,5~6级
2023/12/31,阿城,中国,晴,-16.0,-26.0,东北风,微风
2023/12/31,黄岛区,中国,晴,4.0,-4.0,北风,4~5级
2023/12/31,武川,中国,晴,-5.0,-18.0,西风,微风
2023/12/31,临河,中国,晴,-3.0,-11.0,西南风,微风
2023/12/31,长宁,中国,阴,12.0,8.0,南风,微风
2023/12/31,彭泽,中国,晴,15.0,2.0,北风,3~4级
2023/12/31,巴青,中国,多云,-5.0,-13.0,东风,5~6级
2023/12/31,建瓯,中国,晴,22.0,8.0,无持续风向,微风
2023/12/31,洞口,中国,晴,17.0,7.0,东北风,微风
2023/12/31,张家川,中国,多云,8.0,-2.0,无持续风向,微风
2023/12/31,襄城,中国,晴,9.0,-4.0,东风,微风
2023/12/31,敦化,中国,阵雪,-8.0,-20.0,北风,微风
2023/12/31,金秀,中国,多云,21.0,12.0,东风,微风
2023/12/31,三都,中国,小雨,19.0,11.0,东南风,微风
2023/12/31,巩义市,中国,晴,8.0,-4.0,东风,微风
2023/12/31,突泉,中国,晴,-8.0,-15.0,西北风,3~4级
2023/12/31,永城,中国,晴,9.0,-3.0,东北风,微风
2023/12/31,沙河,中国,晴,6.0,-8.0,北风,微风
2023/12/31,越西,中国,晴,17.0,2.0,北风,微风
2023/12/31,金华,中国,多云,16.0,2.0,东北风,4~5级
2023/12/31,兴城,中国,晴,-2.0,-13.0,北风,4~5级
2023/12/31,盘锦,中国,多云,-6.0,-17.0,北风,4~5级
2023/12/31,定南,中国,多云,24.0,11.0,北风,微风
2023/12/31,荥经县,中国,小雨,14.0,5.0,北风,微风
2023/12/31,聊城,中国,晴,5.0,-7.0,无持续风向,微风
2023/12/31,运城,中国,晴,8.0,0.0,东风,微风
2023/12/31,吉隆,中国,阴,3.0,-16.0,南风,6~7级
2023/12/31,康马,中国,多云,2.0,-10.0,南风,5~6级
2023/12/31,平坝,中国,多云,15.0,9.0,南风,微风
2023/12/31,卢龙,中国,晴,1.0,-9.0,北风,3~4级
2023/12/31,九华,中国,晴,9.0,-4.0,东北风,微风
2023/12/31,灵台,中国,晴,7.0,-3.0,无持续风向,微风
2023/12/31,梅州,中国,多云,26.0,12.0,无持续风向,微风
2023/12/31,丰宁,中国,晴,-1.0,-14.0,北风,微风
2023/12/31,伊川县,中国,晴,9.0,-4.0,东南风,微风
2023/12/31,茌平,中国,晴,5.0,-7.0,无持续风向,微风
2023/12/31,永登,中国,晴,5.0,-10.0,无持续风向,微风
2023/12/31,六枝,中国,多云,17.0,9.0,东北风,微风
2023/12/31,焉耆,中国,晴,0.0,-14.0,南风,微风
2023/12/31,墨脱,中国,晴,16.0,5.0,无持续风向,微风
2023/12/31,黄岩岛,中国,多云,27.0,25.0,北风,4~5级
2023/12/31,永昌,中国,晴,2.0,-10.0,无持续风向,微风
2023/12/31,海晏,中国,晴,3.0,-22.0,无持续风向,微风
2023/12/31,双柏,中国,晴,16.0,6.0,无持续风向,微风
2023/12/31,临淄,中国,晴,3.0,-8.0,无持续风向,微风
2023/12/31,昌黎,中国,晴,1.0,-9.0,北风,3~4级
2023/12/31,余姚,中国,晴,11.0,2.0,西北风,4~5级
2023/12/31,吴起,中国,晴,6.0,-12.0,东北风,微风
2023/12/31,怀宁,中国,晴,12.0,1.0,东北风,3~4级
2023/12/31,攸县,中国,晴,21.0,7.0,东北风,微风
2023/12/31,桓仁,中国,阵雪,-3.0,-18.0,北风,3~4级
2023/12/31,五营,中国,晴,-17.0,-30.0,西北风,3~4级
2023/12/31,泸县,中国,阴,13.0,9.0,南风,微风
2023/12/31,曹妃甸,中国,晴,0.0,-7.0,东北风,4~5级
2023/12/31,巫山,中国,多云,13.0,5.0,东风,微风
2023/12/31,铜梁,中国,多云,10.0,8.0,东北风,微风
2023/12/31,马龙,中国,晴,16.0,3.0,无持续风向,微风
2023/12/31,宁远,中国,晴,23.0,10.0,东北风,微风
2023/12/31,海丰,中国,多云,28.0,14.0,无持续风向,微风
2023/12/31,永兴,中国,多云,20.0,9.0,北风,微风
2023/12/31,嵊州,中国,晴,12.0,0.0,北风,4~5级
2023/12/31,江津,中国,阴,12.0,9.0,东北风,微风
2023/12/31,化隆,中国,晴,5.0,-16.0,无持续风向,微风
2023/12/31,凤城,中国,晴,-5.0,-17.0,北风,5~6级
2023/12/31,五台山,中国,晴,1.0,-12.0,西南风,3~4级
2023/12/31,长安,中国,晴,4.0,-3.0,西南风,微风
2023/12/31,永定,中国,晴,25.0,11.0,无持续风向,微风
2023/12/31,汉沽,中国,晴,2.0,-4.0,无持续风向,微风
2023/12/31,阿拉善左旗,中国,晴,0.0,-9.0,西风,微风
2023/12/31,孟州市,中国,晴,9.0,-4.0,东风,微风
2023/12/31,新余,中国,多云,18.0,6.0,东南风,微风
2023/12/31,洛扎,中国,阴,6.0,-7.0,南风,5~6级
2023/12/31,漳浦,中国,晴,25.0,12.0,无持续风向,微风
2023/12/31,偏关,中国,晴,1.0,-15.0,东风,微风
2023/12/31,青龙山,中国,晴,-8.0,-16.0,北风,3~4级
2023/12/31,治多,中国,晴,0.0,-18.0,无持续风向,微风
2023/12/31,佛山,中国,阵雨,24.0,16.0,无持续风向,微风
2023/12/31,乐亭,中国,晴,1.0,-8.0,东北风,微风
2023/12/31,吉水,中国,晴,20.0,7.0,北风,微风
2023/12/31,壶关,中国,晴,4.0,-8.0,西北风,微风
2023/12/31,土默特左旗,中国,晴,-3.0,-14.0,西风,微风
2023/12/31,桑植,中国,小雨,16.0,6.0,东风,微风
2023/12/31,田阳,中国,多云,26.0,17.0,东南风,微风
2023/12/31,张家界,中国,晴,17.0,6.0,东风,微风
